,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6319,8904-opdck,male,1,1,0,54,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),24.95,1364.75,0
6320,8845-lwkge,female,0,1,1,30,1,no,dsl,no,no,yes,yes,yes,no,one_year,1,electronic_check,64.5,1985.15,0
6321,1577-hktfg,female,0,1,0,30,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),19.65,655.85,1
6322,8752-stivr,female,0,0,0,4,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,79.0,303.15,1
6323,0691-nikri,female,0,0,0,40,1,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,1,credit_card_(automatic),105.95,4335.2,0
6324,5022-jnqeq,female,0,1,1,9,1,no,fiber_optic,no,no,no,yes,no,no,month-to-month,1,electronic_check,75.85,647.5,0
6325,4558-fantw,female,0,1,1,17,1,no,fiber_optic,yes,no,no,yes,yes,no,month-to-month,0,electronic_check,91.85,1574.45,1
6326,3249-vhrip,female,0,0,0,62,0,no_phone_service,dsl,no,yes,yes,no,no,yes,two_year,1,credit_card_(automatic),43.6,2748.7,0
6327,3736-blepa,male,0,0,0,28,1,no,fiber_optic,no,yes,no,yes,yes,no,one_year,1,bank_transfer_(automatic),91.25,2483.65,0
6328,4701-lkozd,female,0,0,0,70,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),89.75,6367.2,0
6329,6603-qwspr,female,0,0,0,46,1,no,fiber_optic,no,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),104.4,4904.2,0
6330,9921-qfqul,female,0,1,0,23,1,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,0,mailed_check,90.15,2044.95,0
6331,1929-zcbhe,male,0,1,1,47,0,no_phone_service,dsl,yes,no,yes,yes,no,no,one_year,0,electronic_check,40.3,1794.8,0
6332,4378-mypgo,male,0,1,1,68,1,no,fiber_optic,yes,yes,yes,no,yes,yes,two_year,1,bank_transfer_(automatic),105.25,7173.15,0
6333,8651-enbzx,female,1,0,0,60,1,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,1,electronic_check,106.0,6441.4,1
6334,4129-lycoi,female,0,0,1,67,1,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,1,electronic_check,104.0,7039.05,0
6335,7798-jvxym,female,0,0,0,14,1,no,dsl,no,no,no,yes,yes,yes,month-to-month,1,electronic_check,69.65,921.4,0
6336,8647-sdtwq,male,0,1,1,57,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,74.3,4018.35,0
6337,2696-ecxkc,female,0,1,1,55,1,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,0,mailed_check,100.9,5448.6,0
6338,2081-kjsqf,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.25,20.25,0
6339,7623-trnqn,male,0,0,1,1,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed_check,49.9,49.9,1
6340,3323-cpbwr,male,0,0,0,23,1,yes,fiber_optic,no,no,yes,yes,yes,no,month-to-month,1,credit_card_(automatic),96.9,2085.45,0
6341,9330-ijwio,female,0,0,0,13,1,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,1,electronic_check,100.35,1358.85,1
6342,3384-ctmsf,male,0,1,0,47,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,104.1,5135.15,0
6343,0902-rfhof,male,0,0,0,38,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.1,730.1,0
6344,9286-dojgf,female,1,1,0,38,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),74.95,2869.85,1
6345,6048-qbxkl,female,1,0,0,2,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,credit_card_(automatic),56.55,118.25,0
6346,9661-mhumo,male,1,1,1,1,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,credit_card_(automatic),49.25,49.25,1
6347,7718-rxdgg,male,0,1,0,15,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),68.6,1108.6,0
6348,1025-falix,female,0,0,0,26,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),69.05,1815.65,0
6349,3451-vawli,female,0,1,1,35,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.7,730.4,0
6350,3407-qgwlg,male,0,0,1,3,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.05,75.45,0
6351,1842-ezjmk,male,0,1,1,50,1,yes,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,0,electronic_check,103.7,5071.05,1
6352,2347-wkkae,male,0,1,0,42,1,yes,fiber_optic,yes,no,yes,no,no,yes,month-to-month,1,electronic_check,94.4,4014.6,0
6353,8735-dcxnf,male,0,1,0,10,1,no,dsl,yes,no,no,yes,no,no,month-to-month,1,credit_card_(automatic),54.95,568.85,0
6354,3214-iyuuq,female,0,1,0,61,1,no,fiber_optic,yes,yes,no,yes,no,yes,one_year,0,bank_transfer_(automatic),93.7,5860.7,0
6355,1936-uafeh,female,0,0,0,68,1,yes,fiber_optic,yes,yes,no,yes,yes,yes,two_year,0,credit_card_(automatic),110.25,7279.35,0
6356,3587-pmcoy,male,0,0,0,10,1,no,fiber_optic,yes,no,yes,no,yes,yes,one_year,1,electronic_check,98.9,1064.95,0
6357,8079-xrjrs,male,0,1,0,65,1,yes,fiber_optic,yes,yes,yes,no,no,no,one_year,0,electronic_check,89.75,5769.6,1
6358,1027-lkkqq,female,0,1,1,72,1,no,dsl,yes,no,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),80.45,5886.85,0
6359,7148-xzpha,male,0,1,1,55,1,no,fiber_optic,no,yes,no,yes,no,no,month-to-month,0,electronic_check,79.4,4238.45,0
6360,8073-ijdcm,female,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.3,20.3,1
6361,5309-taikl,female,0,0,0,7,1,no,dsl,no,no,yes,yes,no,yes,month-to-month,0,bank_transfer_(automatic),62.8,418.3,0
6362,6856-raurs,female,0,0,0,2,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,74.9,136.05,0
6363,8778-lmwtj,female,0,0,0,9,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,1,electronic_check,74.85,708.2,0
6364,9717-ioaaf,male,0,0,1,27,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),25.85,788.55,0
6365,8884-adfvn,male,1,1,0,7,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,101.95,700.85,1
6366,2845-kdhvx,female,0,1,0,64,1,no,dsl,no,yes,yes,yes,no,yes,two_year,1,mailed_check,68.3,4378.8,0
6367,0848-somko,male,0,0,0,70,0,no_phone_service,dsl,yes,no,yes,yes,no,yes,two_year,0,bank_transfer_(automatic),48.4,3442.8,0
6368,2720-wgkhp,male,1,0,0,2,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,94.0,181.7,1
6369,6734-fqajx,male,1,0,0,67,1,no,fiber_optic,yes,yes,no,yes,yes,yes,two_year,1,electronic_check,105.05,7171.7,0
6370,2869-adawr,female,0,0,0,45,1,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,1,credit_card_(automatic),89.3,4016.85,1
6371,1535-vtjoq,female,0,0,0,24,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),25.15,553.0,0
6372,6368-tzzdt,male,0,1,1,4,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.5,96.85,0
6373,0943-zqpxh,male,0,1,1,44,1,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,bank_transfer_(automatic),92.95,4122.9,0
6374,1293-bseun,female,0,1,1,72,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,mailed_check,20.7,1482.3,0
6375,9894-ezewg,female,0,0,0,1,1,no,fiber_optic,no,yes,no,no,no,no,month-to-month,1,credit_card_(automatic),74.3,74.3,1
6376,1302-tpubn,male,0,0,0,66,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),19.35,1240.8,0
6377,7851-flggq,male,0,0,0,1,0,no_phone_service,dsl,no,yes,no,yes,no,yes,month-to-month,1,mailed_check,44.65,44.65,1
6378,0637-ubjrp,male,0,1,1,13,1,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,0,electronic_check,84.05,1095.3,1
6379,0940-ouqec,male,0,0,0,10,1,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,1,bank_transfer_(automatic),80.7,788.8,1
6380,2378-vtkdh,male,1,1,0,65,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,104.35,6578.55,0
6381,0927-cngrh,male,0,0,1,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.55,19.55,0
6382,8608-oztlb,male,0,1,1,38,1,no,dsl,yes,yes,yes,yes,yes,no,one_year,0,electronic_check,74.05,2802.3,0
6383,2335-gsoda,male,0,0,1,23,0,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,0,mailed_check,40.1,857.75,0
6384,1952-dvvsw,female,0,1,0,10,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.1,184.4,0
6385,0702-pgibz,male,0,0,1,4,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,101.7,364.55,1
6386,6656-guljq,male,0,1,1,72,1,yes,dsl,yes,no,yes,yes,yes,yes,two_year,1,credit_card_(automatic),83.55,6093.3,0
6387,9853-jfzdu,female,0,1,0,35,1,no,dsl,no,yes,no,yes,no,no,month-to-month,0,electronic_check,56.85,1861.1,0
6388,1963-vaukv,female,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.4,20.4,1
6389,3777-xrobg,female,0,1,1,58,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.55,1079.65,0
6390,6994-fgrhh,male,0,1,1,70,1,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,1,electronic_check,106.15,7475.1,0
6391,4000-vgmqp,male,0,1,1,38,1,yes,dsl,no,yes,yes,no,yes,yes,one_year,0,credit_card_(automatic),78.95,2862.55,0
6392,3999-wrngr,female,0,1,1,60,0,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,49.75,3069.45,0
6393,3466-ritxd,male,0,0,0,26,1,yes,fiber_optic,yes,yes,no,no,yes,no,month-to-month,1,credit_card_(automatic),92.4,2349.8,0
6394,2680-xkknj,female,0,0,0,8,1,no,dsl,yes,yes,no,yes,no,no,one_year,0,bank_transfer_(automatic),58.2,469.25,0
6395,3058-hjcuy,male,0,1,1,41,1,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,1,electronic_check,102.6,4213.35,1
6396,2974-gguxs,female,1,1,0,36,1,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,1,credit_card_(automatic),91.95,3301.05,0
6397,7994-xirtr,male,1,0,0,54,1,no,dsl,no,no,yes,yes,no,yes,one_year,0,bank_transfer_(automatic),65.25,3529.95,0
6398,3259-fdwoy,male,0,1,1,71,1,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,1,bank_transfer_(automatic),106.0,7723.7,1
6399,2101-rancd,female,0,0,0,55,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,73.1,4144.9,0
6400,7921-bepci,female,0,0,0,72,1,yes,dsl,yes,yes,no,no,no,no,two_year,0,bank_transfer_(automatic),59.75,4265.0,0
6401,0807-zabdg,female,0,0,1,3,1,no,dsl,yes,no,no,yes,no,no,month-to-month,1,mailed_check,55.1,154.65,1
6402,8510-tmwyb,female,0,1,1,54,1,yes,dsl,no,yes,yes,no,no,no,two_year,1,bank_transfer_(automatic),59.8,3246.45,0
6403,3258-zkpai,male,0,1,1,72,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),116.6,8337.45,0
6404,1428-iedpr,male,0,0,0,52,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,1,electronic_check,109.3,5731.4,0
6405,5298-gstlm,female,1,0,0,60,1,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,1,bank_transfer_(automatic),101.4,6176.6,0
6406,4450-yoohp,female,0,0,0,39,0,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,1,credit_card_(automatic),50.65,1905.4,0
6407,6728-czfei,female,0,0,0,15,1,no,dsl,no,no,no,no,yes,no,one_year,0,mailed_check,56.15,931.9,0
6408,5748-rncjt,male,0,0,0,69,1,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),106.5,7348.8,1
6409,3653-ncrdj,male,0,1,1,43,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,mailed_check,19.2,776.25,0
6410,6121-tnhbo,female,1,0,0,63,1,yes,dsl,yes,yes,yes,yes,yes,no,one_year,0,bank_transfer_(automatic),83.0,5243.05,0
6411,5119-nzptv,male,1,1,0,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,electronic_check,70.1,141.65,0
6412,6519-zhpxp,female,0,1,1,72,1,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),108.3,7679.65,0
6413,7739-laxog,female,0,1,1,32,1,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,1,bank_transfer_(automatic),91.05,2954.5,1
6414,3472-qprch,male,0,1,1,40,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),25.25,1006.9,0
6415,8224-uaxbz,female,0,1,0,58,0,no_phone_service,dsl,yes,yes,no,no,yes,no,one_year,1,electronic_check,45.35,2540.1,0
6416,9610-wcesf,male,0,0,0,67,0,no_phone_service,dsl,yes,no,no,yes,yes,no,two_year,0,electronic_check,43.9,3097.2,0
6417,9776-cluja,female,1,1,0,51,1,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,1,electronic_check,77.5,3807.35,1
6418,2486-wyvve,male,0,1,0,31,1,yes,dsl,no,no,yes,yes,yes,yes,one_year,1,mailed_check,79.3,2484.0,0
6419,3865-zykad,male,1,1,0,69,1,yes,fiber_optic,yes,yes,no,no,no,no,month-to-month,1,credit_card_(automatic),84.9,5785.65,0
6420,1422-dgubx,male,0,1,0,32,1,yes,fiber_optic,no,no,no,yes,no,no,one_year,1,electronic_check,79.25,2619.15,0
6421,2999-aanrq,female,0,0,0,21,1,no,dsl,yes,yes,no,yes,yes,no,two_year,0,credit_card_(automatic),71.05,1524.85,0
6422,8668-knzti,male,0,0,0,52,1,no,dsl,yes,no,yes,no,no,no,one_year,0,electronic_check,53.75,2790.65,0
6423,0480-kyjva,female,0,1,1,72,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),24.25,1784.5,0
6424,6034-zrycv,female,0,1,0,72,0,no_phone_service,dsl,no,yes,yes,no,yes,yes,two_year,1,electronic_check,54.2,3937.45,1
6425,9746-ykgxb,male,0,1,1,52,0,no_phone_service,dsl,yes,no,yes,no,no,yes,one_year,0,bank_transfer_(automatic),44.25,2276.1,0
6426,3926-yzvvx,female,0,0,0,41,1,no,dsl,no,no,no,yes,no,no,one_year,0,bank_transfer_(automatic),50.05,2029.05,0
6427,6000-uklwi,male,0,0,0,41,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.15,802.35,0
6428,2079-fbmzk,female,0,0,0,6,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,69.25,418.4,1
6429,6332-fbzri,male,0,1,1,67,1,yes,dsl,yes,yes,yes,yes,no,no,one_year,1,credit_card_(automatic),69.35,4653.25,0
6430,2096-xotmo,female,0,1,1,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.35,275.9,0
6431,3266-ftkhb,male,0,0,0,17,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.15,343.45,0
6432,8221-eqdgl,male,0,1,0,35,1,no,dsl,yes,yes,yes,no,no,no,month-to-month,0,mailed_check,61.0,2130.45,0
6433,2346-locwc,female,0,1,1,58,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),20.5,1191.4,0
6434,6608-qqlvk,male,0,0,0,1,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,electronic_check,50.5,50.5,1
6435,0298-xacet,male,0,1,1,52,0,no_phone_service,dsl,no,yes,yes,yes,yes,no,two_year,0,mailed_check,50.2,2554.0,0
6436,7560-qjavj,female,0,0,0,70,1,no,dsl,yes,no,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),79.6,5589.45,0
6437,2995-ywtcd,female,0,1,1,19,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,bank_transfer_(automatic),24.9,467.7,0
6438,3551-huazh,male,1,0,0,1,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,74.4,74.4,1
6439,9137-uiypg,female,0,1,1,35,1,no,fiber_optic,yes,no,yes,yes,yes,yes,month-to-month,1,electronic_check,106.9,3756.45,0
6440,2809-zmyoq,female,0,0,0,32,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,101.35,3334.9,0
6441,5084-oovcj,female,0,1,1,17,1,no,dsl,yes,no,no,yes,no,no,month-to-month,1,credit_card_(automatic),55.35,920.5,0
6442,0254-wwrkd,female,0,1,1,67,1,no,dsl,no,yes,no,no,no,no,one_year,0,credit_card_(automatic),50.55,3431.75,0
6443,7727-shvzv,female,0,0,0,9,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),19.5,150.35,0
6444,6302-jgyrj,male,0,0,1,31,1,yes,dsl,no,yes,no,yes,yes,yes,one_year,1,mailed_check,79.45,2587.7,1
6445,5339-pxdvh,male,0,0,0,4,1,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,0,electronic_check,90.65,367.95,0
6446,2205-lpvgl,male,1,1,1,58,1,yes,fiber_optic,yes,yes,no,yes,no,no,one_year,1,bank_transfer_(automatic),89.85,5125.75,0
6447,8782-nuuol,male,0,0,0,60,1,no,dsl,yes,no,yes,yes,yes,yes,one_year,0,mailed_check,79.0,4801.1,0
6448,3685-ylcmq,male,0,0,0,58,1,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,1,electronic_check,104.65,6219.6,1
6449,7601-wfvzv,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.55,19.55,0
6450,4609-knnwg,female,0,1,1,27,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.9,550.1,0
6451,4868-aadlv,male,1,1,1,66,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,1,electronic_check,116.25,7862.25,0
6452,9529-ofxhy,male,0,0,0,15,1,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,1,bank_transfer_(automatic),87.75,1242.2,0
6453,8634-mphtr,male,1,1,0,47,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,100.05,4871.05,1
6454,2669-qvcrg,female,0,0,0,41,1,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,1,credit_card_(automatic),81.3,3190.65,0
6455,2478-eewwm,male,0,1,0,59,0,no_phone_service,dsl,no,no,no,no,yes,yes,month-to-month,1,electronic_check,44.3,2666.75,0
6456,9174-ihetn,female,0,0,1,50,1,no,fiber_optic,no,no,no,no,no,no,two_year,0,credit_card_(automatic),70.35,3533.6,0
6457,2233-txsiu,male,0,1,1,17,0,no_phone_service,dsl,yes,no,yes,no,yes,no,one_year,0,credit_card_(automatic),44.45,792.15,0
6458,9644-umgqa,male,0,1,1,6,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,electronic_check,49.15,295.65,0
6459,3256-ezdbi,male,1,1,0,51,0,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,1,credit_card_(automatic),29.45,1459.35,0
6460,8761-nsobc,male,0,0,0,44,1,no,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,0,electronic_check,100.55,4398.15,1
6461,0419-yaapx,male,0,1,0,49,1,no,fiber_optic,no,yes,no,no,yes,no,month-to-month,1,credit_card_(automatic),85.3,4297.95,0
6462,8413-vonuo,male,0,0,0,2,1,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,0,electronic_check,95.65,167.3,1
6463,0872-caszj,male,0,1,0,59,1,yes,dsl,yes,no,no,yes,no,yes,one_year,1,mailed_check,69.1,4096.9,0
6464,4726-dlwqn,male,1,0,0,50,1,yes,dsl,yes,yes,no,no,yes,no,month-to-month,1,bank_transfer_(automatic),70.35,3454.6,0
6465,8164-ockuj,female,0,1,1,59,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.6,1286.0,0
6466,3094-jojai,male,0,0,0,18,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,0,mailed_check,74.15,1387.0,0
6467,9494-mrnyx,male,0,0,0,10,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,0,electronic_check,75.05,786.3,0
6468,2599-czabp,male,0,1,0,14,1,no,dsl,no,no,no,no,no,no,one_year,0,electronic_check,44.6,641.25,0
6469,7945-prbvf,male,0,0,0,35,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),21.45,705.45,0
6470,4544-rxfmg,male,0,1,1,8,1,no,dsl,no,no,no,no,no,no,one_year,1,mailed_check,43.45,345.5,0
6471,0859-ygkfw,male,0,1,1,18,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,bank_transfer_(automatic),20.05,345.9,0
6472,1150-ftqgn,female,0,1,1,60,1,yes,fiber_optic,yes,yes,no,no,yes,no,one_year,0,bank_transfer_(automatic),94.15,5811.8,0
6473,9223-ucpvt,female,0,0,0,1,1,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,0,electronic_check,94.4,94.4,1
6474,7196-liwrh,female,0,0,0,6,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.55,124.45,0
6475,5448-vwnam,female,0,0,1,19,1,yes,dsl,yes,yes,no,yes,yes,no,month-to-month,1,mailed_check,75.9,1375.6,0
6476,1177-xzbjl,male,0,1,1,53,1,yes,dsl,yes,yes,no,yes,no,no,one_year,0,bank_transfer_(automatic),64.15,3491.55,0
6477,3518-fstwg,male,1,1,0,72,1,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,1,bank_transfer_(automatic),109.55,7920.7,0
6478,9330-vofsz,female,0,1,0,60,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,1,credit_card_(automatic),110.8,6640.7,0
6479,4351-qlcsu,female,0,0,0,1,1,no,dsl,no,no,no,no,yes,no,month-to-month,1,credit_card_(automatic),55.0,55.0,1
6480,0939-eremr,female,0,0,1,13,1,no,dsl,no,no,yes,yes,no,no,month-to-month,0,mailed_check,53.45,718.1,0
6481,9389-acwbi,female,0,1,1,5,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,credit_card_(automatic),69.95,320.4,0
6482,5419-jprrn,male,0,0,0,1,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,101.45,101.45,1
6483,3644-qxehn,male,0,1,1,13,1,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,0,electronic_check,97.0,1334.45,0
6484,2911-ijorq,male,0,0,0,37,1,yes,dsl,yes,yes,yes,yes,yes,yes,one_year,1,bank_transfer_(automatic),90.6,3358.65,0
6485,5921-ngyrh,male,0,1,0,64,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,1,mailed_check,73.55,4764.0,0
6486,2100-bdnsn,female,0,1,0,5,1,yes,dsl,no,no,yes,yes,yes,no,month-to-month,0,bank_transfer_(automatic),67.95,350.3,1
6487,5998-dzlyr,female,0,1,0,61,1,yes,fiber_optic,no,yes,no,yes,no,yes,two_year,1,bank_transfer_(automatic),94.35,5703.0,0
6488,0488-gslfr,female,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.5,69.5,1
6489,9318-nknfc,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,18.85,18.85,1
6490,3985-hoypm,male,0,0,0,26,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.4,525.55,0
6491,9728-fttvz,female,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.2,69.2,1
6492,9548-lerkt,male,0,1,0,24,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.75,483.15,0
6493,6576-fbxoj,male,0,1,0,17,0,no_phone_service,dsl,no,no,yes,yes,yes,yes,one_year,0,electronic_check,54.6,934.8,0
6494,4310-kedtb,female,0,0,1,26,0,no_phone_service,dsl,no,no,yes,no,no,no,month-to-month,1,mailed_check,29.8,786.5,0
6495,7254-iqwoz,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.65,69.65,1
6496,2474-brucm,male,1,1,0,40,1,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,0,electronic_check,101.85,4086.3,1
6497,4062-hbmos,male,0,0,0,52,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,103.05,5364.8,0
6498,0742-nxbgr,female,0,0,0,1,1,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,1,electronic_check,82.3,82.3,1
